Illinois - 11th District,DEM,Bill Foster,"157,659",59.90%,REP,Tonia Khouri,"105,762",40.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 12th District,REP,Mike Bost,"169,233",54.30%,DEM,C.J. Baricevic,"123,754",39.70%,Other,Paula Bradshaw,"18,713",6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 13th District,REP,Rodney Davis,"186,791",59.70%,DEM,Mark Wicklund,"125,932",40.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 14th District,REP,Randall Hultgren,"197,962",59.60%,DEM ,Jim Walz,"134,362",40.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 15th District,REP,John Shimkus,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 16th District,REP,Adam Kinzinger,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 17th District,DEM,Cheri Bustos,"170,746",60.10%,REP,Patrick Harlan,"113,141",39.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 18th District,REP,Darin LaHood,"248,701",72.20%,DEM,Junius Rodriguez,"95,741",27.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 1st District,DEM,Peter Visclosky,"207,299",81.50%,Other,Donna Dunn,"47,009",18.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 2nd District,REP,Jackie Walorski,"164,276",59.30%,DEM,Lynn Coleman,"102,332",36.90%,Other,Ron Cenkush,"10,594",3.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 3rd District,REP,Jim Banks,"201,216",70.10%,DEM,Tommy Schrader,"65,908",23%,Other,Pepper Snyder,"19,782",6.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 4th District,REP,Todd Rokita,"193,272",64.60%,DEM,John Dale,"91,153",30.50%, Other,Steven Mayoras,"14,758",4.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 5th District,REP,Susan Brooks,"221,785",61.50%,DEM,Angela Demaree,"123,791",34.30%,Other,Matthew Wittlief,"15,324",4.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 6th District,REP,Luke Messer,"204,844",69.10%,DEM,Barry Welsh,"79,075",26.70%,Other,Rich Turvey,"12,325",4.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 7th District,DEM,Andre Carson,"158,606",60%,REP,Catherine Ping,"94,396",35.70%,Other,Drew Thompson,"11,470",4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 8th District,REP,Larry Bucshon,"187,569",63.70%,DEM,Ron Drake,"93,130",31.60%,Other,Andrew Horning,"13,630",4.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 9th District,REP,Trey Hollingsworth,"174,698",54.10%,DEM,Shelli Yoder,"130,539",40.50%,Other,Russell Brooksbank,"17,417",5.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas - 1st District,REP,Roger Marshall,"166,051",66.20%,Other,Alan LaPolice,"66,218",26.40%,Other,Kerry Burt,"18,415",7.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas - 2nd District,REP,Lynn Jenkins,"177,851",61.10%,DEM,Britani Potter,"94,561",32.50%,Other,James Bales,"18,700",6.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas - 3rd District,REP,Kevin Yoder,"171,647",51.30%,DEM,Jay Sidie,"135,778",40.60%,Other,Steven Hohe,"26,897",8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas - 4th District,REP,Mike Pompeo,"163,406",61%,DEM,Daniel Giroux,"78,822",29.40%,Other,Miranda Allen,"18,358",6.80%,Other,Gordon Bakken,"7,420",2.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 1st District,REP,James Comer,"216,957",72.90%,DEM,Samuel Gaskins,"80,813",27.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 2nd District,REP,Brett Guthrie,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 3rd District,DEM,John Yarmuth,"212,388",63.50%,REP,Harold Bratcher,"122,085",36.50%,Other,Everett Corley,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 4th District,REP,Thomas Massie,"233,922",71.30%,DEM,Calvin Sidle,"94,064",28.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 5th District,REP,Harold Rogers,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 6th District,REP,Garland Barr,"202,094",61.10%,DEM,Nancy Jo Kemper,"128,725",38.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana - 1st District,REP,Steve Scalise,"243,575",74.60%,DEM,Lee Dugas,"41,816",12.80%,DEM,Danil Faust,"12,698",3.90%,Other,Howard Kearney,"9,395",2.90%,DEM,Joe Swider,"9,231",2.80%,Other,Eliot Barron,"6,712",2.10%,Other,Chuemai Yang,"3,233",1%,,,,,,,,,,,,,,,,,,,,,
Louisiana - 2nd District,DEM,Cedric Richmond,"198,169",69.80%,DEM,Kip Holden,"57,083",20.10%,DEM,Kenneth Cutno,"28,826",10.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana - 3rd District,REP,Scott Angelle,"91,374",28.50%,REP,Clay Higgins,"84,809",26.50%,DEM,Jacob Hebert,"28,358",8.90%,DEM,Larry Rader,"27,807",8.70%,REP,Gus Rantz,"25,640",8%,REP,Greg Ellison,"24,845",7.80%,REP,Brett Geymann,"21,606",6.80%,REP,Bryan Barrilleaux,"6,215",1.90%,Other,Guy McLendon,"2,934",0.90%,Other,Kenny Scelfo,"2,667",0.80%,REP,Grover Rees,"2,455",0.80%,REP,Herman Vidrine,"1,354",0.40%, This race will be decided in a future runoff
Louisiana - 4th District,DEM,Marshall Jones,"80,558",28.20%,REP,Mike Johnson,"70,556",24.70%,REP,Trey Baucum,"50,395",17.60%,REP,Oliver Jenkins,"44,500",15.60%,REP,Elbert Guillory,"21,011",7.30%,REP,Rick John,"13,215",4.60%,Other,Mark Halverson,"3,145",1.10%,Other,Kenneth Krefft,"2,492",0.90%,This race will be decided in a future runoff,,,,,,,,,,,,,,,,
Louisiana - 5th District,REP,Ralph Abraham,"208,504",81.60%,REP,Billy Burkette,"47,106",18.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana - 6th District,REP,Garret Graves,"207,453",62.70%,DEM,Richard Lieberman,"49,352",14.90%,REP,Bob Bell,"33,585",10.10%,DEM,Jermaine Sampson,"29,809",9%,Other,Richard Fontanesi,"7,598",2.30%,Other,Devin Graham,"3,215",1%,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 1st District,DEM,Richard Neal,"233,310",73.40%,Other,Frederick Mayock,"57,226",18%,Other,Thomas Simmons,"27,427",8.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 2nd District,DEM,James McGovern,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 3rd District,DEM,Nicola Tsongas,"234,361",68.70%,REP,Ann Wofford,"106,882",31.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 4th District,DEM,Joe Kennedy,"261,356",70%,REP,David Rosa,"111,890",30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 5th District,DEM,Katherine Clark,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 6th District,DEM,Seth Moulton,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 7th District,DEM,Michael Capuano,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 8th District,DEM,Stephen Lynch,"267,944",72.40%,REP,William Burke,"102,146",27.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 9th District,DEM,William Keating,"209,911",55.70%, REP,Mark Alliegro,"127,199",33.80%,Other,Paul Harrington,"26,086",6.90%,Other,Christopher Cataldo,"8,266",2.20%,Other,Anna Grace Raduc,"5,261",1.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 1st District,REP,Andy Harris,"229,135",67.80%,DEM,Joe Werner,"94,776",28%,Other,Matt Beers,"14,207",4.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 2nd District,DEM,C.A. Ruppersberger,"172,324",62.20%,REP,Pat McDonough,"92,099",33.30%,Other,Kristin Kasprzak,"12,530",4.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 3rd District,DEM,John Sarbanes,"194,362",62.80%,REP,Mark Plaster,"106,627",34.50%,Other,Nnabu Eze,"8,430",2.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 4th District,DEM,Anthony Brown,"218,215",74.10%,REP,George McDermott,"63,674",21.60%,Other,Kamesha Clark,"7,357",2.50%,Other,Benjamin Krause,"5,274",1.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 5th District,DEM,Steny Hoyer,"223,582",67.30%,REP,Mark Arness,"98,768",29.70%,Other,Jason Summers,"10,033",3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 6th District,DEM,John Delaney,"167,229",55.40%,REP,Amie Hoeber,"123,611",40.90%,Other,David Howser,"6,216",2.10%,Other,George Gluck,"4,997",1.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 7th District,DEM,Elijah Cummings,"211,962",75.10%,REP,Corrogan Vaughn,"61,854",21.90%,Other,Myles Hoenig,"8,428",3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 8th District,DEM,Jamie Raskin,"191,671",59.30%,REP,Dan Cox,"115,200",35.60%,Other,Nancy Wallace,"9,761",3%,Other,Jasen Wunder,"6,540",2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine - 1st District,DEM,Chellie Pingree,"225,428",57.90%,REP,Mark Holbrook,"164,048",42.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine - 2nd District,REP,Bruce Poliquin,"192,285",54.90%,DEM,Emily Cain,"157,862",45.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 1st District,REP,Jack Bergman,"201,153",55.30%,DEM,Lon Johnson,"144,319",39.70%,Other,Diane Bostow,"13,385",3.70%,Other,Ellis Boal,"4,773",1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 2nd District,REP,Bill Huizenga,"213,095",62.70%,DEM,Dennis Murphy,"110,077",32.40%,Other,Erwin Haas,"8,166",2.40%,Other,Matthew Brady,"5,362",1.60%,Other,Ronald Graeser,"2,898",0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 3rd District,REP,Justin Amash,"203,069",59.40%,DEM,Douglas Smith,"128,159",37.50%,Other,Ted Gerrard,"10,374",3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 4th District,REP,John Moolenaar,"194,569",61.60%,DEM,Debra Freidell Wirth,"101,275",32.10%,Other,Leonard Schwartz,"8,514",2.70%,Other,George Zimmer,"5,595",1.80%,Other,Jordan Salvi,"3,953",1.30%,Other,Keith Butkovich,"1,838",0.60%,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 5th District,DEM,Daniel Kildee,"195,076",61.20%,REP,Allen Hardwick,"111,908",35.10%,Other,Steve Sluka,"6,999",2.20%,Other,Harley Mikkelson,"4,894",1.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 6th District,REP,Fred Upton,"192,862",58.60%,DEM,Paul Clements,"119,871",36.40%,Other,Lorence Wenke,"16,239",4.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 7th District,REP,Tim Walberg,"183,549",55%,DEM,Gretchen Driskell,"133,697",40.10%,Other,Ken Proctor,"16,402",4.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 8th District,REP,Mike Bishop,"205,617",56%,DEM,Suzanna Shkreli,"143,775",39.20%,Other,Jeff Wood,"9,615",2.60%,Other,Maria Green,"5,677",1.50%,Other, Jeremy Burgess,"2,250",0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 9th District,DEM,Sander Levin,"199,620",57.90%,REP,Christopher Morse,"128,907",37.40%,Other,Matthew Orlando,"9,562",2.80%,Other,John McDermott,"6,612",1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 10th District,REP,Paul Mitchell,"214,164",63%,DEM,Frank Accavitti,"109,875",32.30%,Other,Lisa Gioia,"10,582",3.10%,Other,Benjamin Nofs,"5,113",1.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 11th District,REP,Dave Trott,"200,787",52.90%,DEM,Anil Kumar,"152,359",40.20%,Other,Kerry Bentivolio,"16,597",4.40%,Other,Jonathan Osment,"9,535",2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 12th District,DEM,Debbie Dingell,"210,922",64.40%,REP,Jeff Jones,"95,823",29.20%,Other,Gary Walkowicz,"9,177",2.80%,Other,Tom Bagwell,"7,478",2.30%,Other,Dylan Calewarts,"4,370",1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 13th District,DEM,John Conyers,"197,173",77%,REP,Jeff Gorman,"40,483",15.80%,Other,Tiffany Hayden,"9,600",3.70%,Other,Sam Johnson,"8,778",3.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 14th District,DEM,Brenda Lawrence,"244,220",78.50%,REP,Howard Klausner,"58,111",18.70%,Other,Gregory Creswell,"4,898",1.60%,Other,Marcia Squier,"3,851",1.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 1st District,DEM,Tim Walz,"169,076",50.40%,REP,Jim Hagedorn,"166,527",49.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 2nd District,REP,Jason Lewis,"174,030",47%,DEM,Angie Craig,"167,071",45.20%,Other,Paula Overby,"28,845",7.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 3rd District,REP,Erik Paulsen,"223,075",56.90%,DEM,Terri Bonoff,"169,238",43.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 4th District,DEM,Betty McCollum,"202,558",62.60%,REP,Greg Ryan,"120,871",37.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 5th District,DEM,Keith Ellison,"249,957",75.60%,REP,Frank Drake,"80,660",24.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 6th District,REP,Tom Emmer,"235,384",65.70%,DEM,David Snyder,"123,012",34.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 7th District,DEM,Collin Peterson,"173,571",52.50%,REP,Dave Hughes,"156,950",47.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 8th District,DEM,Rick Nolan,"179,106",50.30%,REP,Stewart Mills,"177,095",49.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 1st District,DEM,Lacy Clay,"231,604",75.50%,REP,Steven Bailey,"61,252",20%,Other,Robb Cunningham,"13,954",4.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 2nd District,REP,Ann Wagner,"238,826",58.60%,DEM,Bill Otto,"153,331",37.60%,Other,Jim Higgins,"11,621",2.90%,Other,David Arnold,"3,839",0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 3rd District,REP,Blaine Luetkemeyer,"248,880",67.80%, DEM,Kevin Miller,"102,484",27.90%,Other,Dan Hogan,"11,906",3.20%,Other,Doanita Simmons,"3,586",1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 4th District,REP,Vicky Hartzler,"225,034",67.80%,DEM,Gordon Christensen,"92,385",27.80%,Other,Mark Bliss,"14,355",4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 5th District,DEM,Emanuel Cleaver,"185,494",58.40%,REP,Jacob Turk,"122,367",38.50%,Other,Roy Welborn,"9,594",3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 6th District,REP,Sam Graves,"236,938",68.10%,DEM,David Blackwell,"98,588",28.30%,Other,Russ Monchil,"8,051",2.30%,Other,Mike Diel,"4,202",1.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 7th District,REP,Billy Long,"228,001",67.60%,DEM,Genevieve Williams,"92,390",27.40%,Other,Benjamin Brixey,"17,076",5.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 8th District,REP,Jason Smith,"229,648",74.40%,DEM,Dave Cowell,"69,949",22.70%,Other,Jonathan Shell,"9,059",2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi - 1st District,REP,Trent Kelly,"203,142",68.80%,DEM,Jacob Owens,"82,133",27.80%,Other,Chase Wilson,"6,070",2.10%,Other,Cathy Toole,"3,742",1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi - 2nd District,DEM,Bennie Thompson,"181,108",66.80%,REP,John Bouie,"79,773",29.40%,Other,Troy Ray,"6,622",2.40%,Other,Johnny McLeod,"3,623",1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi - 3rd District,REP,Gregg Harper,"201,280",66.30%,DEM,Dennis Quinn,"91,992",30.30%,Other,Roger Gerrard,"8,434",2.80%,Other,Lajena Sheets,"2,020",0.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi - 4th District,REP,Steven Palazzo,"174,783",65.20%,DEM,Mark Gladney,"74,176",27.70%,Other,Richard McCluskey,"14,212",5.30%,Other,Shawn O'Hara,"5,063",1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana - 1st District,REP,Ryan Zinke,"280,472",56.30%,DEM,Denise Juneau,"201,758",40.50%,Other,Rick Breckenridge,"15,949",3.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 1st District,DEM,G.K. Butterfield,"237,938",68.60%,REP,H. Powell Dew,"100,633",29%,Other,J.J. Summerell,"8,259",2.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 2nd District,REP,George Holding,"219,342",56.70%,DEM,John McNeil,"167,299",43.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 3rd District,REP,Walter Jones,"214,850",67.40%,DEM,Ernest Reeves,"104,007",32.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 4th District,DEM,David Price,"275,501",68.20%,REP,Sue Googe,"128,331",31.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 5th District,REP,Virginia Foxx,"204,943",58.50%,DEM,Joshua Brannon,"145,597",41.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 6th District,REP,Mark Walker,"205,973",59.30%,DEM,Pete Glidewell,"141,480",40.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 7th District,REP,David Rouzer,"209,933",61%,DEM,Wesley Casteen,"134,344",39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 8th District,REP,Richard Hudson,"187,909",58.80%,DEM,Thomas Mills,"131,428",41.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 9th District,REP,Robert Pittenger,"191,660",58.30%,DEM,Christian Cano,"137,335",41.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 10th District,REP,Patrick McHenry,"219,589",63.20%,DEM,Andy Millard,"128,114",36.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 11th District,REP,Mark Meadows,"229,130",64.20%,DEM,Rick Bryson,"127,972",35.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 12th District,DEM,Alma Adams,"232,451",67%,REP,Leon Threatt,"114,242",33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 13th District,REP,Ted Budd,"196,736",56.10%,DEM,Bruce Davis,"153,691",43.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota - 1st District,REP,Kevin Cramer,"233,245",69.20%,DEM,Chase Iron Eyes,"80,186",23.80%,Other,Jack Seaman,"23,454",7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska - 1st District,REP,Jeff Fortenberry,"187,258",69.60%,DEM,Daniel Wik,"81,939",30.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska - 2nd District,REP,Don Bacon,"134,291",49.40%,DEM,Brad Ashford,"128,739",47.30%,Other,Steven Laird,"9,057",3.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska - 3rd District,REP,Adrian Smith,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire - 1st District,DEM,Carol Shea-Porter,"161,828",44.20%,REP,Frank Guinta,"157,011",42.90%,Other,Shawn O'Connor,"34,612",9.40%,Other,Robert Lombardo,"6,842",1.90%,Other,Brendan Kelly,"6,046",1.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire - 2nd District,DEM,Ann Kuster,"174,386",49.80%,REP,Jim Lawrence,"158,960",45.40%,Other,John Babiarz,"16,843",4.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 1st District,DEM,Donald Norcross,"178,655",59.80%,REP,Bob Patterson,"110,235",36.90%,Other,Scot Tomaszewski,"5,365",1.80%,Other,William Sihr,"2,352",0.80%,Other,Mike Berman,"1,916",0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 2nd District,REP,Frank LoBiondo,"167,816",59.40%,DEM,David Cole,"104,726",37.10%,Other,John Ordille,"3,562",1.30%,Other,James Keenan,"2,490",0.90%,Other,Steven Fenichel,"1,460",0.50%,Other,Eric Beechwood,"1,322",0.50%,Other,Gabriel Franco,"1,159",0.40%,,,,,,,,,,,,,,,,,,,,,
New Jersey - 3rd District, REP,Tom MacArthur,"177,522",59.50%,DEM,Frederick Lavergne,"115,212",38.60%,Other,Lawrence Berlinski,"5,541",1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 4th District,REP,Christopher Smith,"206,137",38.90%,REP,Christopher Smith,"206,137",38.90%,DEM,Lorna Phillipson,"108,373",20.50%,Other,Hank Schroeder,"5,684",1.10%,Other, Jeremy Marcus,"3,168",0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 5th District,DEM,Joshua Gottheimer,"156,863",50.50%,REP,Scott Garrett,"146,643",47.20%,Other,Claudio Belusic,"6,890",2.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 6th District,DEM,Frank Pallone,"150,971",63%,REP,Brent Sonnek-Schmelz,"85,613",35.70%,Other,Rajit Malliah,"1,695",0.70%,Other,Judith Shamy,"1,536",0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 7th District,REP,Leonard Lance,"184,309",54.20%,DEM,Peter Jacob,"146,350",43%,Other,Dan O'Neill,"5,252",1.50%,Other,Arthur Haussmann,"4,208",1.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 8th District,DEM,Albio Sires,"124,381",76.90%,REP,Agha Khan,"30,085",18.60%,Other,Pablo Olivera,"4,102",2.50%,Other,Dan Delaney,"3,114",1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 9th District,DEM,Bill Pascrell,"151,823",69.60%,REP,Hector Castillo,"61,384",28.10%,Other,Diego Rivera,"3,082",1.40%,Other,Jeff Boss,"1,819",0.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 10th District,DEM,Donald Payne,"181,591",85.60%,REP,David Pinckney,"25,452",12%,Other,Joanne Miller,"3,448",1.60%,Other,Aaron Fraser,"1,636",0.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 11th District,REP,Rodney Frelinghuysen,"192,538",58.20%,DEM,Joseph Wenzel,"128,232",38.70%,Other,Thomas Depasquale,"6,914",2.10%,Other,Jeff Hetrick,"3,420",1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 12th District,DEM,Bonnie Watson Coleman,"162,383",62.60%,REP,Steven Uccio,"83,633",32.30%,Other,Edward Forchion,"5,437",2.10%,Other,Robert Shapiro,"2,501",1%,Other,Thomas Fitzpatrick,"2,215",0.90%,Other,Steven Welzer,"1,873",0.70%,Other,Michael Bollentin,"1,154",0.40%,,,,,,,,,,,,,,,,,,,,,
New Mexico - 1st District,DEM,Michelle Lujan Grisham,"179,380",65.10%,REP,Richard Priem,"96,061",34.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico - 2nd District,REP,Steve Pearce,"142,499",62.80%,DEM,Merrie Lee Soules,"84,514",37.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico - 3rd District,DEM,Ben Lujan,"167,848",62.50%,REP,Michael Romero,"100,529",37.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada - 1st District,DEM,Dina Titus,"116,045",61.80%,REP,Mary Perry,"54,053",28.80%,Other,Reuben D'Silva,"13,806",7.40%,Other,Kamau Bakari,"3,722",2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
