Illinois - 3rd District,DEM,Daniel Lipinski,"113,059",64.30%,REP,Sharon Brannigan,"62,664",35.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 4th District,DEM,Luis Gutierrez,"75,344",77.90%,REP,Hector Concepcion,"21,379",22.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 5th District,DEM,Mike Quigley,"109,796",63.10%,REP,Vince Kolber,"53,580",30.80%,Other,Nancy Wade,"10,548",6.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 6th District,REP,Peter Roskam,"153,410",67.20%,DEM,Michael Mason,"74,941",32.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 7th District,DEM,Danny Davis,"145,749",85%,REP,Robert Bumpers,"25,753",15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 8th District,DEM,Tammy Duckworth,"79,651",55.40%,REP,Larry Kaifesh,"63,997",44.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 9th District,DEM,Janice Schakowsky,"134,070",65.70%,REP,Susanne Atanus,"69,876",34.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 10th District,REP,Robert Dold,"93,984",51.60%,DEM,Brad Schneider,"88,010",48.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 11th District,DEM,Bill Foster,"87,790",53.20%,REP,Darlene Senger,"77,310",46.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 12th District,REP,Mike Bost,"106,435",52.70%,DEM,William Enyart,"84,136",41.60%,Other,Paula Bradshaw,"11,474",5.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 13th District,REP,Rodney Davis,"122,661",58.70%,DEM,Ann Callis,"86,126",41.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 14th District,REP,Randall Hultgren,"143,354",65.60%,DEM,Dennis Anderson,"75,229",34.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 15th District,REP,John Shimkus,"165,824",75%,DEM,Eric Thorsland,"55,314",25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 16th District,REP,Adam Kinzinger,"151,464",70.70%,DEM,Randall Olsen,"62,695",29.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 17th District,DEM,Cheri Bustos,"108,229",55.20%,REP,Bobby Schilling,"88,004",44.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois - 18th District,REP,Aaron Schock,"182,696",74.80%,DEM,Darrel Miller,"61,652",25.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 1st District,DEM,Peter Visclosky,"86,572",60.80%,REP,Mark Leyva,"51,034",35.90%,Other,Donna Dunn,"4,715",3.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 2nd District,REP,Jackie Walorski,"85,119",58.90%,DEM,Joe Bock,"55,331",38.30%,Other,Jeff Petermann,"3,992",2.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 3rd District,REP,Marlin Stutzman,"102,565",40.90%,REP,Marlin Stutzman,"102,565",40.90%, DEM,Justin Kuhnle,"39,629",15.80%,Other,Scott Wise,"6,113",2.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 4th District,REP,Todd Rokita,"94,919",66.90%,DEM,John Dale,"47,025",33.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 5th District,REP,Susan Brooks,"105,238",65.20%,DEM,Shawn Denney,"49,705",30.80%,Other,John Krom,"6,406",4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 6th District,REP,Luke Messer,"101,006",65.90%,DEM,Susan Heitzman,"45,062",29.40%,Other,Eric Miller,"7,316",4.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 7th District,DEM,Andre Carson,"60,870",54.70%,REP,Catherine Ping,"46,588",41.80%,Other,Chris Mayo,"3,908",3.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 8th District,REP,Larry Bucshon,"103,234",60.30%,DEM,Tom Spangler,"61,309",35.80%,Other,Andrew Horning,"6,580",3.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana - 9th District,REP,Todd Young,"99,810",63.10%,DEM,Bill Bailey,"52,659",33.30%,Other,Mike Frey,"5,679",3.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas - 1st District,REP,Tim Huelskamp,"132,140",67.50%,DEM,James Sherow,"63,577",32.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas - 2nd District,REP,Lynn Jenkins,"126,627",57.20%,DEM,Margie Wakefield,"85,076",38.50%,Other,Christopher Clemmons,"9,524",4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas - 3rd District,REP,Kevin Yoder,"132,501",60.20%,DEM,Kelly Kultala,"87,781",39.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas - 4th District,REP,Mike Pompeo,"135,993",66.80%,DEM,Perry Schuckman,"67,643",33.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 1st District,REP,Ed Whitfield,"173,020",73.10%,DEM,Charles Hatchett,"63,595",26.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 2nd District,REP,Brett Guthrie,"156,936",69.20%,DEM,Ron Leach,"69,898",30.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 3rd District, DEM,John Yarmuth,"157,056",63.50%,REP,Michael Macfarlane,"87,981",35.60%,Other,Gregory Puccetti,"2,318",0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 4th District,REP,Thomas Massie,"150,464",67.70%,DEM,Peter Newberry,"71,693",32.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 5th District,REP,Harold Rogers,"171,080",78.20%,DEM,Kenneth Stepp,"47,617",21.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky - 6th District,REP,Garland Barr,"147,404",60%,DEM,Elisabeth Jensen,"98,429",40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana - 1st District,REP,Steve Scalise,"188,455",77.50%,DEM,Vinny Mendoza,"24,685",10.20%,DEM,Lee Dugas,"21,205",8.70%,Other,Jeff Sanford,"8,688",3.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana - 2nd District,DEM,Cedric Richmond,"152,103",68.70%,DEM,Gary Landrieu,"37,775",17.10%,Other,David Brooks,"16,321",7.40%,Other,Samuel Davenport,"15,227",6.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana - 3rd District,REP,Charles Boustany,"185,835",78.70%,Other,Russell Richard,"28,330",12%,REP,Bryan Barrilleaux,"22,056",9.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana - 4th District,REP,John Fleming,"152,670",73.40%,Other,Randall Lord,"55,224",26.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana - 5th District,DEM,Jamie Mayo,"67,610",28.20%,REP,Ralph Abraham,"55,487",23.20%,REP,Zach Dasher,"53,627",22.40%,REP,Vance McAllister,"26,605",11.10%,REP,Clyde Holloway,"17,875",7.50%,REP,Harris Brown,"9,890",4.10%,REP,Ed Tarpley,"4,593",1.90%,Other,Charles Saucier,"2,200",0.90%,Other,Eliot Barron,"1,654",0.70%,This race will be decided in a future runoff,,,,,,,,,,,,,,,,
Louisiana - 6th District,DEM,Edwin Edwards,"77,852",30.10%,REP,Garret Graves,"70,706",27.40%,REP, Paul Dietzel,"35,013",13.50%,REP,Dan Claitor,"26,520",10.30%,REP,Lenar Whitney,"19,146",7.40%,DEM,Richard Lieberman,"7,306",2.80%,REP,Craig McCulloch,"5,814",2.20%,REP,Bob Bell,"5,182",2%,DEM,Peter Williams,"4,036",1.60%,Other,Rufus Craig,"3,560",1.40%,REP,Norm Clark,"1,848",0.70%,REP,Trey Thomas,"1,447",0.60%,REP,Cassie Felder,0,0%,This race will be decided in a future runoff
Massachusetts - 1st District,DEM,Richard Neal,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 2nd District,DEM,James McGovern,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 3rd District,DEM,Nicola Tsongas,"138,120",63%,REP,Ann Wofford,"81,167",37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 4th District,DEM,Joe Kennedy,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 5th District,DEM,Katherine Clark,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 6th District,DEM,Seth Moulton,"149,449",54.60%,REP,Richard Tisei,"111,848",40.90%,Other,Chris Stockwell,"12,175",4.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 7th District,DEM,Michael Capuano,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 8th District,DEM,Stephen Lynch,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts - 9th District,DEM,William Keating,"140,100",55%,REP,John Chapman,"114,670",45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 1st District,REP,Andy Harris,"170,504",70.70%,DEM,Bill Tilghman,"70,532",29.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 2nd District,DEM,C.A. Ruppersberger,"115,586",61.30%,REP,David Banach,"67,995",36%,Other,Ian Schlakman,"5,096",2.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 3rd District,DEM,John Sarbanes,"122,066",59.40%,REP,Charles Long,"83,279",40.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 4th District,DEM,Donna Edwards,"126,633",70%, REP,Nancy Hoyt,"51,721",28.60%,Other,Arvin Vohra,"2,627",1.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 5th District,DEM,Steny Hoyer,"138,284",64.10%,REP,Chris Chaffee,"77,451",35.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 6th District,DEM,John Delaney,"91,569",49.60%,REP,Daniel Bongino,"89,300",48.40%,Other,George Gluck,"3,605",2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 7th District,DEM,Elijah Cummings,"136,913",69.70%,REP,Corrogan Vaughn,"53,718",27.40%,Other,Scott Soffen,"5,777",2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland - 8th District,DEM,Chris Van Hollen,"127,260",60.30%,REP,Dave Wallace,"83,711",39.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine - 1st District,DEM,Chellie Pingree,"186,309",60.30%,REP,Isaac Misiuk,"94,847",30.70%,Other,Richard Murphy,"27,669",9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine - 2nd District,REP,Bruce Poliquin,"133,112",47.10%,DEM,Emily Cain,"118,070",41.80%,Other,Blaine Richardson,"31,151",11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 1st District,REP,Dan Benishek,"130,410",52.10%,DEM,Jerry Cannon,"113,259",45.30%,Other,Loel Gnadt,"3,822",1.50%,Other,Ellis Boal,"2,630",1.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 2nd District,REP,Bill Huizenga,"135,949",63.60%,DEM,Dean Vanderstelt,"71,022",33.20%,Other,Ronald Welch,"3,886",1.80%,Other,Ronald Graeser,"2,781",1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 3rd District,REP,Justin Amash,"125,747",57.90%,DEM,Bob Goodrich,"84,713",39%,Other,Tonya Duncan,"6,689",3.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 4th District,REP,John Moolenaar,"124,300",56.50%,DEM,Jeff Holmes,"86,133",39.10%,Other,George Zimmer,"5,008",2.30%,Other,Will White,"4,713",2.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 5th District,DEM,Daniel Kildee,"140,939",66.80%,REP,Allen Hardwick,"65,404",31%,Other,Hal Jones,"4,545",2.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 6th District,REP,Fred Upton,"116,601",55.80%,DEM,Paul Clements,"84,391",40.40%,Other,Erwin Haas,"5,530",2.60%,Other,John Lawrence,"2,254",1.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 7th District,REP,Tim Walberg,"118,715",53.50%,DEM,Pam Byrnes,"91,403",41.20%,Other,Ken Proctor,"4,505",2%,Other,David Swartout,"4,325",1.90%,Other,Rick Strawcutter,"3,113",1.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 8th District,REP,Mike Bishop,"132,445",54.80%,DEM,Eric Schertzing,"101,191",41.90%,Other,James Weeks,"4,543",1.90%,Other,Jim Casha,"1,867",0.80%,Other,Jeremy Burgess,"1,673",0.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 9th District,DEM,Sander Levin,"136,334",60.40%,REP,George Brikho,"81,467",36.10%,Other,Gregory Creswell,"4,791",2.10%,Other,John McDermott,"3,153",1.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 10th District,REP,Candice Miller,"156,678",68.70%,DEM,Chuck Stadler,"67,061",29.40%,Other,Harley Mikkelson,"4,402",1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 11th District,REP,Dave Trott,"138,229",56.10%,DEM,Bobby McKenzie,"100,665",40.80%,Other,John Tatar,"7,668",3.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 12th District,DEM,Debbie Dingell,"133,323",65%,REP,Terry Bowman,"64,112",31.30%,Other,Gary Walkowicz,"5,004",2.40%,Other,Bhagwan Dashairya,"2,542",1.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 13th District,DEM,John Conyers,"130,905",79.70%,REP,Jeff Gorman,"26,406",16.10%,Other,Chris Sharer,"3,469",2.10%,Other,Sam Johnson,"3,411",2.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan - 14th District,DEM,Brenda Lawrence,"165,116",77.70%,REP,Christina Barr,"41,801",19.70%,Other,Leonard Schwartz,"3,665",1.70%,Other,Stephen Boyle,"2,000",0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 1st District,DEM,Tim Walz,"122,637",54.30%,REP,Jim Hagedorn,"103,346",45.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 2nd District,REP,John Kline,"137,780",56.10%,DEM,Mike Obermueller,"95,565",38.90%,Other, Paula Overby,"12,319",5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 3rd District,REP,Erik Paulsen,"167,517",62.20%,DEM,Sharon Sund,"101,847",37.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 4th District,DEM,Betty McCollum,"147,842",61.20%,REP,Sharna Wahlgren,"79,482",32.90%,Other,Dave Thomas,"14,057",5.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 5th District,DEM,Keith Ellison,"167,079",70.90%,REP,Doug Daggett,"56,577",24%,Other,Lee Bauer,"12,001",5.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 6th District, REP,Tom Emmer,"133,332",56.30%,DEM,Joe Perske,"90,926",38.40%,Other,John Denney,"12,459",5.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 7th District,DEM,Collin Peterson,"130,536",54.30%,REP,Torrey Westrom,"109,952",45.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota - 8th District,DEM,Rick Nolan,"128,920",48.50%,REP,Stewart Mills,"125,226",47.10%,Other,Ray Sandman,"11,445",4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 1st District,DEM,Lacy Clay,"118,005",72.90%,REP,Daniel Elder,"34,965",21.60%,Other,Robb Cunningham,"8,836",5.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 2nd District,REP,Ann Wagner,"147,025",64.10%,DEM,Arthur Lieber,"74,807",32.60%,Other,Bill Slantz,"7,507",3.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 3rd District,REP,Blaine Luetkemeyer,"130,859",68.40%,DEM ,Courtney Denton,"51,990",27.20%,Other,Steven Hedrick,"8,588",4.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 4th District,REP,Vicky Hartzler,"119,995",68.10%,DEM,Nate Irvin,"46,438",26.40%,Other,Herschel Young,"9,786",5.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 5th District,DEM,Emanuel Cleaver,"79,094",51.60%,REP,Jacob Turk,"69,012",45%,Other,Roy Welborn,"5,305",3.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 6th District,REP,Sam Graves,"124,547",66.60%,DEM,Bill Hedge,"55,132",29.50%,Other,Russ Monchil,"7,193",3.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 7th District,REP,Billy Long,"104,027",63.50%,DEM,Jim Evans,"47,267",28.80%,Other,Kevin Craig,"12,583",7.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri - 8th District,REP,Jason Smith,"106,105",66.70%,DEM,Barbara Stocker,"38,702",24.30%,Other,Terry Hampton,"6,819",4.30%,Other,Doug Enyart,"3,796",2.40%,Other,Rick Vandeven,"3,757",2.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi - 1st District,REP,Alan Nunnelee,"101,451",68%,DEM,Ron Dickey,"43,039",28.80%,Other,Danny Bedwell,"3,781",2.50%,Other,Lajena Walley,917,0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi - 2nd District,DEM,Bennie Thompson,"96,631",67.50%,Other,Troy Ray,"35,317",24.70%,Other,Shelley Shoemake,"11,109",7.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi - 3rd District,REP,Gregg Harper,"115,396",69%, DEM,Douglas Magee,"46,506",27.80%,Other,Roger Gerrard,"3,817",2.30%,Other,Barbara Washer,"1,502",0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi - 4th District,REP,Steven Palazzo,"106,277",70%,DEM,Matthew Moore,"36,858",24.30%,Other,Cindy Burleson,"3,613",2.40%,Other,Joey Robinson,"3,387",2.20%,Other,Eli Jackson,896,0.60%,Other,Ed Reich,836,0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana - 1st District,REP,Ryan Zinke,"201,004",55.50%,DEM,John Lewis,"146,187",40.40%,Other,Mike Fellows,"15,044",4.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 1st District,DEM,G.K. Butterfield,"150,529",73.30%,REP,Arthur Rich,"54,692",26.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 2nd District,REP,Renee Ellmers,"121,336",58.90%,DEM,Clay Aiken,"84,826",41.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 3rd District,REP,Walter Jones,"138,307",67.80%,DEM,Marshall Adame,"65,548",32.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 4th District,DEM,David Price,"168,005",74.70%,REP,Paul Wright,"56,792",25.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 5th District,REP,Virginia Foxx,"138,905",61%,DEM,Joshua Brannon,"88,670",39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 6th District,REP,Mark Walker,"146,329",58.70%,DEM,Laura Fjeld,"103,085",41.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 7th District,REP,David Rouzer,"134,026",59.40%,DEM,Jonathan Barfield,"83,676",37.10%,Other,Wesley Casteen,"7,813",3.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 8th District,REP,Richard Hudson,"120,444",64.90%,DEM,Antonio Blue,"65,172",35.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 9th District,REP,Robert Pittenger,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 10th District,REP,Patrick McHenry,"132,936",61%,DEM,Tate MacQueen,"84,921",39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 11th District,REP,Mark Meadows,"143,833",62.90%,DEM,Tom Hill,"84,723",37.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 12th District,DEM,Alma Adams,"129,178",75.60%,REP,Vince Coakley,"41,737",24.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina - 13th District,REP, George Holding,"152,430",57.30%,DEM,Brenda Cleary,"113,481",42.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota - 1st District,REP,Kevin Cramer,"137,569",55.60%,DEM,George Sinner,"95,355",38.50%,Other,Jack Seaman,"14,476",5.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska - 1st District,REP,Jeff Fortenberry,"122,259",69%,DEM,Dennis Crawford,"54,995",31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska - 2nd District,DEM,Brad Ashford,"76,354",48.60%,REP,Lee Terry,"72,222",46%,Other,Steven Laird,"8,391",5.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska - 3rd District,REP,Adrian Smith,"139,994",75.50%,DEM,Mark Sullivan,"45,426",24.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire - 1st District,REP,Frank Guinta,"125,321",51.80%,DEM,Carol Shea-Porter,"116,626",48.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire - 2nd District,DEM,Ann Kuster,"130,428",55%,REP,Marilinda Garcia,"106,635",45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 1st District,DEM,Donald Norcross,"91,264",57.20%,REP,Garry Cobb,"63,363",39.70%,Other,Scot Tomaszewski,"1,761",1.10%,Other,Robert Shapiro,"1,115",0.70%,Other,Margaret Chapman,"1,086",0.70%,Other,Mike Berman,623,0.40%,Other,Donald Letton,445,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 2nd District,REP,Frank LoBiondo,"104,958",61.70%, DEM,William Hughes,"62,986",37%,Other,Alexander Spano,637,0.40%,Other,Gary Stein,575,0.30%,Other,Constantino Rozzo,473,0.30%,Other,Bayode Olabisi,447,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 3rd District,REP,Tom MacArthur,"95,922",54.50%,DEM,Aimee Belgard,"77,240",43.80%,Other,Frederick Lavergne,"3,000",1.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 4th District,REP,Christopher Smith,"115,748",40.50%,REP,Christopher Smith,"115,748",40.50%,DEM,Ruben Scolavino,"52,978",18.50%,Other,Scott Neuman,"1,519",0.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 5th District,REP,Scott Garrett,"100,557",55.70%,DEM,Roy Cho,"77,708",43%,Other,Mark Quick,"2,353",1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 6th District,DEM,Frank Pallone,"70,741",60%,REP,Anthony Wilkinson,"45,853",38.90%,Other,Dorit Goikhman,"1,322",1.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 7th District,REP,Leonard Lance,"103,687",59.30%,DEM,Janice Kovach,"67,759",38.70%,Other,Jim Gawron,"3,432",2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 8th District,DEM,Albio Sires,"60,628",77.30%,REP,Jude Tiscornia,"14,989",19.10%,Other,Herbert Shaw,"1,181",1.50%,Other,Pablo Olivera,999,1.30%,Other,Robert Thorne,645,0.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey - 9th District,DEM,Bill Pascrell,"78,920",68.50%,REP,Dierdre Paul,"34,560",30%,Other,Nestor Montilla,"1,657",1.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
