Minnesota - 4th District,DEM,Betty McCollum,"216,680",62.40%,REP,Tony Hernandez,"109,656",31.60%,Other,Steve Carlson,"21,132",6.10%
Minnesota - 5th District,DEM,Keith Ellison,"262,101",74.70%,REP,Chris Fields,"88,753",25.30%
Minnesota - 6th District,REP,Michele Bachmann,"180,131",50.60%,DEM,Jim Graves,"175,923",49.40%
Minnesota - 7th District,DEM,Collin Peterson,"197,540",60.40%,REP,Lee Byberg,"114,102",34.90%,Other,Adam Steele,"15,294",4.70%
Minnesota - 8th District,DEM,Rick Nolan,"192,748",54.50%,REP,Chip Cravaack,"161,113",45.50%
Missouri - 1st District,DEM,Lacy Clay,"264,836",78.60%,REP,Robyn Hamlin,"60,306",17.90%,Other,Robb Cunningham,"11,725",3.50%
Missouri - 2nd District,REP,Ann Wagner,"235,607",60.10%,DEM,Glenn Koenen,"145,257",37.10%,Other,Bill Slantz,"9,141",2.30%,Other,Anatol Zorikova,"2,003",0.50%
Missouri - 3rd District,REP,Blaine Luetkemeyer,"214,660",63.50%,DEM,Eric Mayer,"111,116",32.90%,Other,Steven Wilson,"12,343",3.70%
Missouri - 4th District,REP,Vicky Hartzler,"192,166",60.30%,DEM, Teresa Hensley,"113,044",35.50%,Other,Thomas Holbrook,"10,396",3.30%,Other,Greg Cowan,"2,956",0.90%
Missouri - 5th District,DEM,Emanuel Cleaver,"196,467",60.20%,REP,Jacob Turk,"121,437",37.20%,Other,Randy Langkraehr,"8,432",2.60%
Missouri - 6th District,REP,Sam Graves,"216,721",65%,DEM,Kyle Yarber,"108,414",32.50%,Other,Russ Monchil,"8,269",2.50%
Missouri - 7th District,REP,Billy Long,"203,358",63.90%,DEM,Jim Evans,"98,384",30.90%,Other,Kevin Craig,"16,656",5.20%
Missouri - 8th District,REP,Jo Ann Emerson,"215,975",71.90%,DEM,Jack Rushin,"73,720",24.60%,Other,Rick Vandeven,"10,544",3.50%
Mississippi - 1st District,REP,Alan Nunnelee,"178,594",60.70%,DEM,Brad Morris,"107,938",36.70%,Other,Danny Bedwell,"3,413",1.20%,Other,Chris Potts,"2,265",0.80%,Other,Jim Bourland,"2,243",0.80%
Mississippi - 2nd District,DEM,Bennie Thompson,"199,554",67.40%,REP,Bill Marcy,"90,861",30.70%,Other,Cobby Williams,"4,335",1.50%,Other,Lajena Williams,"1,406",0.50%
Mississippi - 3rd District,REP,Gregg Harper,"223,596",80.10%,Other,Luke Pannell,"55,703",19.90%
Mississippi - 4th District,REP,Steven Palazzo,"173,576",64.30%, DEM,Matthew Moore,"77,041",28.50%,Other,Ron Williams,"17,262",6.40%,Other,Robert Claunch,"2,012",0.70%
Montana - 1st District,REP,Steve Daines,"252,707",53.20%,DEM,Kim Gillan,"203,748",42.90%,Other,David Kaiser,"18,933",4%
North Carolina - 1st District,DEM,G.K. Butterfield,"250,948",75.20%,REP,Pete DiLauro,"76,558",23%,Other,Darryl Holloman,"6,031",1.80%
North Carolina - 2nd District,REP,Renee Ellmers,"174,565",55.90%,DEM,Steve Wilkins,"129,307",41.40%,Other,Brian Irving,"8,460",2.70%
North Carolina - 3rd District,REP,Walter Jones,"192,976",63.20%,DEM,Erik Anderson,"112,546",36.80%
North Carolina - 4th District,DEM,David Price,"265,432",74.40%,REP,Tim D&#39;Annunzio,"91,512",25.60%
North Carolina - 5th District,REP,Virginia Foxx,"200,083",57.50%,DEM,Elisabeth Motsinger,"147,649",42.50%
North Carolina - 6th District,REP,Howard Coble,"220,296",60.90%,DEM,Tony Foriest,"141,214",39.10%
North Carolina - 7th District,DEM,Mike McIntyre,"167,590",50.10%,REP,David Rouzer,"167,057",49.90%
North Carolina - 8th District,REP,Richard Hudson,"159,226",54.10%,DEM,Larry Kissell,"134,891",45.90%
North Carolina - 9th District,REP,Robert Pittenger,"193,174",51.80%,DEM,Jennifer Roberts,"170,462",45.70%,Other,Curtis Campbell,"9,553",2.60%
North Carolina - 10th District,REP, Patrick McHenry,"189,667",57%,DEM,Patsy Keever,"142,822",43%
North Carolina - 11th District,REP,Mark Meadows,"189,289",57.40%,DEM,Hayden Rogers,"140,216",42.60%
North Carolina - 12th District,DEM,Mel Watt,"246,451",79.70%,REP,Jack Brosch,"62,924",20.30%
North Carolina - 13th District,REP,George Holding,"225,791",57.10%,DEM,Charles Malone,"169,637",42.90%
North Dakota - 1st District, REP,Kevin Cramer,"172,905",55%,DEM,Pam Gulleson,"131,396",41.80%,Other,Eric Olson,"10,215",3.20%
Nebraska - 1st District,REP,Jeff Fortenberry,"171,385",68.50%,DEM,Korey Reiman,"78,732",31.50%
Nebraska - 2nd District,REP,Lee Terry,"127,119",51.20%,DEM,John Ewing,"121,165",48.80%
Nebraska - 3rd District,REP,Adrian Smith,"184,978",74.20%,DEM,Mark Sullivan,"64,257",25.80%
New Hampshire - 1st District,DEM,Carol Shea-Porter,"171,356",49.70%,REP,Frank Guinta,"158,482",46%,Other,Brendan Kelly,"14,968",4.30%
New Hampshire - 2nd District,DEM,Ann Kuster,"168,954",50.20%,REP,Charles Bass,"151,858",45.10%,Other,Hardy Macia,"15,779",4.70%
New Jersey - 1st District,DEM,Robert Andrews,"194,303",67.90%,REP,Greg Horton,"86,820",30.30%,Other,John Reitter,"4,076",1.40%,Other,Margaret Chapman,983,0.30%
New Jersey - 2nd District,REP,Frank LoBiondo,"156,799",58%,DEM,Cassandra Shober,"108,288",40%,Other,John Ordille,"2,498",0.90%,Other,Charles Lukens,"1,212",0.40%,Other,David Bowen,932,0.30%,Other,Frank Faralli,828,0.30%
New Jersey - 3rd District,REP,Jon Runyan,"161,452",53.80%,DEM,Shelley Adler,"134,599",44.80%,Other,Robert Forchion,"1,806",0.60%,Other,Robert Shapiro,"1,006",0.30%,Other,Frederick Lavergne,735,0.20%,Other,Robert Witterschein,489,0.20%,Other,Christopher Dennick,261,0.10%
New Jersey - 4th District,REP,Christopher Smith,"189,548",68%,DEM,Brian Froelich,"86,380",31%,Other,Leonard Marshall,"2,966",1.10%
New Jersey - 5th District,REP,Scott Garrett,"154,359",55.50%,DEM,Adam Gussen,"117,973",42.40%,Other,Patricia Alessandrini,"6,029",2.20%
New Jersey - 6th District,DEM,Frank Pallone,"141,852",63.30%,REP,Anna Little,"79,128",35.30%,Other,Len Flynn,"1,228",0.50%,Other,Karen Zaletel,772,0.30%,Other,Mac Lyden,770,0.30%,Other,Herbert Tarbous,415,0.20%
New Jersey - 7th District,REP,Leonard Lance,"167,736",57.40%,DEM,Upendra Chivukula,"116,445",39.90%,Other,Dennis Breen,"4,189",1.40%,Other,Patrick McKnight,"3,654",1.30%
New Jersey - 8th District,DEM,Albio Sires,"118,904",78.10%,REP,Maria Karczewski,"28,810",18.90%,Other,Herbert Shaw,"1,609",1.10%, Other,Stephen De Luca,"1,509",1%,Other,Pablo Olivera,"1,401",0.90%
New Jersey - 9th District,DEM,Bill Pascrell,"146,939",73.60%,REP,Shmuley Boteach,"50,772",25.40%,Other,David Smith,"1,068",0.50%,Other,Jeanette Woolsey,929,0.50%
New Jersey - 10th District,DEM,Donald Payne Jr.,"185,196",86.80%,REP,Brian Kelemen,"23,015",10.80%,Other,Joanne Miller,"4,090",1.90%,Other,Mick Erickson,"1,126",0.50%
New Jersey - 11th District,REP,Rodney Frelinghuysen,"167,368",58.90%,DEM,John Arvanites,"113,554",40%,Other,Barry Berlin,"3,243",1.10%
New Jersey - 12th District,DEM,Rush Holt,"177,238",68.90%,REP,Eric Beck,"76,824",29.90%,Other,Jack Freudenheim,"2,080",0.80%,Other,Kenneth Cody,"1,196",0.50%
New Mexico - 1st District,DEM,Michelle Lujan Grisham,"159,275",59.10%,REP,Janice Arnold-Jones,"110,370",40.90%
New Mexico - 2nd District,REP,Steve Pearce,"132,250",59.10%,DEM,Evelyn Erhard,"91,561",40.90%
New Mexico - 3rd District,DEM,Ben Lujan,"164,620",63%,REP,Jefferson Byrd,"96,837",37%
Nevada - 1st District,DEM,Dina Titus,"113,377",63.50%,REP,Christopher Edwards,"56,357",31.60%,Other,William Pojunis,"4,614",2.60%,Other,Stan Vaughan,"4,120",2.30%
Nevada - 2nd District,REP,Mark Amodei,"161,915",57.70%,DEM,Samuel Koepnick,"101,594",36.20%,Other,Michael Haines,"11,082",3.90%,Other,Russell Best,"6,006",2.10%
Nevada - 3rd District,REP,Joe Heck,"136,905",50.40%,DEM,John Oceguera,"116,385",42.80%,Other,James Murphy,"12,787",4.70%,Other,Tom Jones,"5,580",2.10%
Nevada - 4th District,DEM,Steven Horsford,"120,096",50.10%,REP,Danny Tarkanian,"101,136",42.20%,Other,Floyd Fitzgibbons,"9,376",3.90%,Other,Joseph Silvestri,"9,308",3.90%
New York - 1st District,DEM,Timothy Bishop,"132,525",52.20%,REP,Randolph Altschuler,"121,478",47.80%
New York - 2nd District,REP,Peter King,"131,091",58.70%,DEM,Vivianne Falcone,"92,060",41.30%
New York - 3rd District,DEM,Steve Israel,"136,687",57.50%,REP,Stephen Labate,"99,183",41.70%,Other,Michael McDermott,"1,460",0.60%,Other,Anthony Tolda,346,0.10%
 New York - 4th District,DEM,Carolyn McCarthy,"138,561",61.70%,REP,Francis Becker,"72,673",32.40%,Other,Frank Scaturro,"13,243",5.90%
New York - 5th District,DEM,Gregory Meeks,"146,278",89.70%,REP,Allan Jennings,"15,640",9.60%,Other,Catherine Wark,"1,161",0.70%
New York - 6th District,DEM,Grace Meng,"100,571",67.70%,REP,Daniel Halloran,"46,305",31.20%,Other,Evergreen Chou,"1,729",1.20%
New York - 7th District,DEM,Nydia Velazquez,"116,873",94.50%,Other,James Murray,"6,823",5.50%
New York - 8th District,DEM,Hakeem Jeffries,"159,463",90%,REP,Alan Bellone,"15,546",8.80%,Other,Colin Beavan,"2,098",1.20%
New York - 9th District,DEM,Yvette Clarke,"165,201",87%,REP,Daniel Cavanagh,"21,984",11.60%,Other,Vivia Morgan,"2,700",1.40%
New York - 10th District,DEM,Jerrold Nadler,"145,381",80.70%,REP,Michael Chan,"34,848",19.30%
New York - 11th District,REP,Michael Grimm,"94,102",52.80%,DEM,Mark Murphy,"82,401",46.20%,Other,Henry Bardel,"1,782",1%
New York - 12th District,DEM,Carolyn Maloney,"158,834",80.90%,REP,Christopher Wight,"37,580",19.10%
New York - 13th District,DEM,Charles Rangel,"152,592",90.80%,REP,Craig Schley,"10,546",6.30%,Other,Deborah Liatos,"4,874",2.90%
New York - 14th District,DEM,Joseph Crowley,"108,436",83%,REP,William Gibbons,"19,934",15.30%,Other,Anthony Gronowicz,"2,322",1.80%
New York - 15th District,DEM,Jose Serrano,"132,505",97.10%,REP,Frank Della Valle,"3,983",2.90%
New York - 16th District,DEM,Eliot Engel,"137,213",77.50%,REP,Joseph McLaughlin,"37,860",21.40%,Other,Joseph Diaferia,"2,052",1.20%
New York - 17th District,DEM,Nita Lowey,"139,876",64.20%,REP,Joe Carvin,"75,736",34.80%,Other,Francis Morganthaler,"2,164",1%
New York - 18th District,DEM,Sean Maloney,"130,462",51.70%,REP, Nan Hayworth,"121,911",48.30%
New York - 19th District,REP,Christopher Gibson,"138,657",53.50%,DEM,Julian Schreibman,"120,661",46.50%
New York - 20th District,DEM,Paul Tonko,"188,055",68.40%,REP,Robert Dieterich,"86,740",31.60%
New York - 21st District,DEM,William Owens,"115,883",50.30%,REP,Matthew Doheny,"110,804",48.10%,Other,Donald Hassig,"3,683",1.60%
New York - 22nd District,REP,Richard Hanna,"146,055",60.90%, DEM,Dan Lamb,"93,681",39.10%
New York - 23rd District,REP,Thomas Reed,"126,519",51.90%,DEM,Nate Shinagawa,"117,055",48.10%
New York - 24th District,DEM,Daniel Maffei,"130,969",48.40%,REP,Ann Buerkle,"118,578",43.80%,Other,Ursula Rozum,"21,327",7.90%
New York - 25th District,DEM,Louise Slaughter,"166,342",57.20%,REP,Maggie Brooks,"124,585",42.80%
New York - 26th District,DEM,Brian Higgins,"197,799",74.60%,REP,Michael Madigan,"67,209",25.40%
New York - 27th District,REP,Chris Collins,"150,446",50.70%,DEM,Kathy Hochul,"146,134",49.30%
Ohio - 1st District,REP,Steve Chabot,"196,783",58.30%,DEM,Jeff Sinnard,"125,030",37.10%,Other,Jim Berns,"9,245",2.70%,Other,Rich Stevenson,"6,351",1.90%
Ohio - 2nd District,REP,Brad Wenstrup,"189,400",59.10%,DEM,William Smith,"131,256",40.90%
Ohio - 3rd District,DEM,Joyce Beatty,"188,831",67.80%,REP,Chris Long,"74,938",26.90%,Other,Richard Ehrbar,"8,826",3.20%,Other,Robert Fitrakis,"5,993",2.20%
Ohio - 4th District,REP,Jim Jordan,"179,458",58.70%,DEM,Jim Slone,"110,663",36.20%, Other,Chris Kalla,"15,487",5.10%
Ohio - 5th District,REP,Bob Latta,"197,435",57.60%,DEM,Angela Zimmann,"133,471",38.90%,Other,Eric Eberly,"11,971",3.50%
Ohio - 6th District,REP,Bill Johnson,"159,621",53.40%,DEM,Charlie Wilson,"139,438",46.60%
Ohio - 7th District,REP,Bob Gibbs,"174,826",56.70%,DEM,Joyce Healy-Abrams,"133,686",43.30%
Ohio - 8th District,REP,John Boehner,Uncontested race
Ohio - 9th District,DEM,Marcy Kaptur,"206,763",72.60%,REP,Samuel Wurzelbacher,"66,844",23.50%,Other,Sean Stipe,"11,119",3.90%
Ohio - 10th District,REP,Mike Turner,"202,166",60.20%,DEM,Sharen Swartz Neuhardt,"124,079",36.90%,Other,David Harlow,"9,729",2.90%
Ohio - 11th District,DEM,Marcia Fudge,Uncontested race
Ohio - 12th District,REP,Pat Tiberi,"227,079",63.70%,DEM,Jim Reese,"129,259",36.30%
Ohio - 13th District,DEM,Timothy Ryan,"227,032",72.50%,REP,Marisha Agana,"86,261",27.50%
Ohio - 14th District,REP,David Joyce,"179,704",54.30%,DEM,Dale Blanchard,"127,467",38.50%,Other,Elaine Mastromatteo,"12,546",3.80%,Other,David Macko,"11,088",3.40%
Ohio - 15th District,REP,Steve Stivers,"199,598",61.80%,DEM,Pat Lang,"123,201",38.20%
Ohio - 16th District,REP,Jim Renacci,"181,137",52.20%,DEM,Betty Sutton,"165,638",47.80%
Oklahoma - 1st District,REP,Jim Bridenstine,"180,886",63.50%,DEM,John Olson,"91,310",32%,Other,Craig Allen,"12,786",4.50%
Oklahoma - 2nd District,REP,Markwayne Mullin,"143,253",57.30%,DEM,Rob Wallace,"95,763",38.30%,Other,Michael Fulks,"10,794",4.30%
Oklahoma - 3rd District,REP,Frank Lucas,"200,963",75.30%,DEM,Timothy Murray,"53,295",20%,Other,William Sanders,"12,756",4.80%
Oklahoma - 4th District,REP,Tom Cole,"176,561",67.90%,DEM,Donna Bebo,"71,755",27.60%,Other,RJ Harris,"11,725",4.50%
Oklahoma - 5th District,REP,James Lankford,"153,421",58.70%,DEM,Tom Guild,"97,359",37.30%,Other,Pat Martin,"5,380",2.10%,Other,Robert Murphy,"5,162",2%
Oregon - 1st District,DEM,Suzanne Bonamici,"186,060",59.70%,REP,Delinda Morgan,"103,194",33.10%,Other,Steven Reynolds,"13,824",4.40%,Other,Bob Ekstrom,"8,351",2.70%
Oregon - 2nd District,REP,Greg Walden,"222,575",69%,DEM,Joyce Segers,"93,451",29%,Other,Joe Tabor,"6,756",2.10%
Oregon - 3rd District,DEM,Earl Blumenauer,"257,460",74.60%,REP,Ronald Green,"68,839",19.90%,Other,Woodrow Broadnax,"12,599",3.60%,Other,Michael Cline,"6,374",1.80%
Oregon - 4th District,DEM,Peter DeFazio,"208,906",59.10%,REP,Art Robinson,"138,351",39.20%,Other,Chuck Huntting,"6,055",1.70%
Oregon - 5th District,DEM,Kurt Schrader,"173,620",54.10%,REP,Fred Thompson,"136,620",42.60%,Other,Christina Lugo,"7,282",2.30%,Other,Raymond Baldwin,"3,485",1.10%
Pennsylvania - 1st District,DEM,Robert Brady,"225,985",85%,REP,John Featherman,"39,736",15%
Pennsylvania - 2nd District,DEM,Chaka Fattah,"301,869",89.40%,REP,Robert Mansfield,"31,648",9.40%,Other,James Foster,"4,243",1.30%
Pennsylvania - 3rd District,REP,Mike Kelly,"160,149",54.70%,DEM,Missa Eaton,"120,142",41.10%,Other,Steven Porter,"12,352",4.20%
Pennsylvania - 4th District,REP,Scott Perry,"179,340",59.70%,DEM,Harry Perkinson,"103,387",34.40%,Other,Wayne Wolff,"11,425",3.80%,Other,Michael Koffenberger,"6,135",2%
Pennsylvania - 5th District,REP,Glenn Thompson,"172,042",62.90%,DEM,Charles Dumas,"101,615",37.10%
Pennsylvania - 6th District,REP,Jim Gerlach,"183,647",57%,DEM,Manan Trivedi,"138,688",43%
Pennsylvania - 7th District,REP,Patrick Meehan,"203,977",59.50%,DEM,George Badey,"139,067",40.50%
Pennsylvania - 8th District,REP,Michael Fitzpatrick,"199,283",56.60%,DEM,Kathy Boockvar,"152,515",43.40%
Pennsylvania - 9th District,REP,Bill Shuster,"166,038",61.60%,DEM,Karen Ramsburg,"103,420",38.40%
Pennsylvania - 10th District,REP,Thomas Marino,"176,273",65.90%,DEM,Philip Scollo,"91,355",34.10%
Pennsylvania - 11th District,REP,Louis Barletta,"163,733",58.50%,DEM,Gene Stilp,"116,315",41.50%
Pennsylvania - 12th District,REP,Keith Rothfus,"173,340",51.80%,DEM,Mark Critz,"161,397",48.20%
Pennsylvania - 13th District,DEM,Allyson Schwartz,"204,686",68.90%,REP,Joseph Rooney,"92,308",31.10%
Pennsylvania - 14th District,DEM,Mike Doyle,"249,012",76.90%,REP,Hans Lessmann,"74,955",23.10%
Pennsylvania - 15th District,REP,Charles Dent,"165,629",56.70%,DEM,Rick Daugherty,"126,661",43.30%
Pennsylvania - 16th District,REP,Joseph Pitts,"154,337",55%,DEM,Aryanna Strader,"109,026",38.90%,Other,John Murphy,"12,058",4.30%,Other,James Bednarski,"5,093",1.80%
Pennsylvania - 17th District,DEM,Matthew Cartwright,"157,629",60.50%,REP,Laureen Cummings,"102,754",39.50%
Pennsylvania - 18th District,REP,Tim Murphy,"212,712",64%,DEM,Larry Maggi,"119,791",36%
Rhode Island - 1st District,DEM,David Cicilline,"106,044",52.40%,REP,Brendan Doherty,"84,018",41.50%,Other,David Vogel,"12,326",6.10%
Rhode Island - 2nd District,DEM,James Langevin,"121,556",55.70%,REP,Michael Riley,"76,852",35.20%,Other,Abel Collins,"19,877",9.10%
South Carolina - 1st District,REP,Tim Scott,"176,738",62.40%,DEM,Bobbie Rose,"100,351",35.40%,Other,Keith Blandford,"6,250",2.20%
South Carolina - 2nd District,REP,Joe Wilson,Uncontested race
South Carolina - 3rd District,REP,Jeff Duncan,"168,780",66.70%,DEM,Brian Doyle,"84,312",33.30%
South Carolina - 4th District,REP,Trey Gowdy,"171,505",65%, DEM,Deb Morrow,"89,094",33.80%,Other,Jeff Sumerel,"3,341",1.30%
South Carolina - 5th District,REP,Mick Mulvaney,"153,047",55.60%,DEM,Joyce Knott,"122,268",44.40%
South Carolina - 6th District,DEM,James Clyburn,"213,953",94.40%,Other,Nammu Muhammad,"12,713",5.60%
South Carolina - 7th District,REP,Tom Rice,"147,750",54.90%,DEM,Gloria Bromell Tinubu,"121,418",45.10%
South Dakota - 1st District,REP,Kristi Noem,"207,581",57.50%,DEM,Matt Varilek,"153,725",42.50%
Tennessee - 1st District,REP,David Roe,"182,186",76.10%,DEM,Alan Woodruff,"47,597",19.90%,Other,Karen Brackett,"4,834",2%,Other,Robert Smith,"2,870",1.20%,Other,Michael Salyer,"2,042",0.90%
Tennessee - 2nd District,REP,John Duncan,"193,312",74.50%,DEM,Troy Goodale,"53,336",20.50%,Other,Norris Dryer,"5,639",2.20%,Other,Greg Samples,"4,324",1.70%,Other,Brandon Stewart,"2,934",1.10%
Tennessee - 3rd District,REP,Chuck Fleischmann,"157,725",61.50%,DEM,Mary Headrick,"91,031",35.50%,Other,Matthew Deniston,"7,897",3.10%
Tennessee - 4th District,REP,Scott DesJarlais,"128,500",55.80%,DEM,Eric Stewart,"101,944",44.20%
Tennessee - 5th District,DEM,Jim Cooper,"166,999",65.20%,REP,Brad Staats,"83,982",32.80%,Other,John Miglietta,"5,058",2%
Tennessee - 6th District,REP,Diane Black,"184,264",76.60%,Other,Scott Beasley,"34,746",14.40%,Other, Pat Riley,"21,613",9%
Tennessee - 7th District,REP,Marsha Blackburn,"180,775",71%,DEM,Credo Amouzouvik,"61,050",24%,Other,Howard Switzer,"4,584",1.80%,Other,Jack Arnold,"4,219",1.70%,Other,William Akin,"2,728",1.10%,Other,Leonard Ladner,"1,249",0.50%
Tennessee - 8th District,REP,Stephen Fincher,"190,571",68.30%,DEM,Timothy Dixon,"79,347",28.40%,Other,James Hart,"6,132",2.20%,Other,Mark Rawles,"2,864",1%
Tennessee - 9th District,DEM,Steve Cohen,"188,245",75.10%,REP,George Flinn,"59,676",23.80%,Other,Brian Saulsberry,"1,444",0.60%,Other,Gregory Joiner,"1,368",0.50%
Texas - 1st District,REP,Louie Gohmert,"182,621",71.70%,DEM,Shirley McKellar,"67,758",26.60%,Other,Clark Patterson,"4,161",1.60%
Texas - 2nd District,REP,Ted Poe,"159,369",64.80%,DEM,Jim Dougherty,"80,262",32.70%,Other,Kenneth Duncan,"4,131",1.70%,Other,Mark Roberts,"1,999",0.80%
Texas - 3rd District,REP,Sam Johnson,Uncontested race
Texas - 4th District,REP,Ralph Hall,"182,416",73%,DEM,VaLinda Hathcox,"60,124",24.10%,Other,Thomas Griffing,"7,246",2.90%
Texas - 5th District,REP,Jeb Hensarling,"134,005",64.40%,DEM, Linda Mrosko,"69,025",33.20%,Other,Ken Ashby,"4,957",2.40%
Texas - 6th District,REP,Joe Barton,"144,892",58%,DEM,Kenneth Sanders,"97,933",39.20%,Other,Hugh Chauvin,"4,843",1.90%,Other,Brandon Parmer,"2,015",0.80%
Texas - 7th District,REP,John Culberson,"142,477",60.80%,DEM,James Cargas,"85,253",36.40%,Other,Drew Parks,"4,654",2%,Other,Lance Findley,"1,811",0.80%
Texas - 8th District,REP,Kevin Brady,"191,254",77.40%,DEM,Neil Burns,"50,077",20.30%, Other,Roy Hall,"5,851",2.40%
Texas - 9th District,DEM,Al Green,"143,850",78.50%,REP,Steve Mueller,"36,073",19.70%,Other,Vanessa Foster,"1,738",0.90%,Other,John Wieder,"1,604",0.90%
Texas - 10th District,REP,Michael McCaul,"159,391",60.60%,DEM,Tawana Cadien,"95,316",36.20%,Other,Richard Priest,"8,497",3.20%
Texas - 11th District,REP,Mike Conaway,"177,166",78.60%,DEM,Jim Riley,"41,842",18.60%,Other,Scott Ballard,"6,283",2.80%
Texas - 12th District,REP,Kay Granger,"175,298",70.90%,DEM,David Robinson,"65,991",26.70%,Other,Matthew Solodow,"5,968",2.40%
Texas - 13th District,REP,Mac Thornberry,"187,385",91%,Other,John Deek,"12,671",6.20%,Other,Keith Houston,"5,895",2.90%
Texas - 14th District,REP,Randy Weber,"130,937",53.50%,DEM,Nick Lampson,"109,264",44.60%,Other,Zach Grady,"3,594",1.50%,Other,Rhett Smith,"1,053",0.40%
Texas - 15th District,DEM,Ruben Hinojosa,"89,143",60.90%,REP,Dale Brueggemann,"53,892",36.80%,Other,Ronald Finch,"3,302",2.30%
Texas - 16th District,DEM,Beto O&#39;Rourke,"100,804",65.50%,REP,Barbara Carrasco,"50,478",32.80%,Other,Junart Sodoy,"2,529",1.60%
Texas - 17th District,REP,Bill Flores,"143,126",79.90%,Other,Ben Easton,"35,902",20.10%
Texas - 18th District,DEM,Sheila Jackson Lee,"145,893",75%,REP,Sean Seibert,"43,926",22.60%,Other,Christopher Barber,"4,678",2.40%
Texas - 19th District,REP,Randy Neugebauer,"160,067",85%,Other,Chip Peterson,"28,345",15%
Texas - 20th District,DEM,Joaquin Castro,"118,719",64%,REP,David Rosa,"62,041",33.40%,Other,Tracy Potts,"3,117",1.70%,Other,Antonio Diaz,"1,621",0.90%
Texas - 21st District,REP,Lamar Smith,"186,525",60.60%,DEM,Candace Duval,"108,852",35.40%,Other,John-Henry Liberty,"12,469",4.10%
Texas - 22nd District,REP,Pete Olson,"160,471",64.10%,DEM,Kesha Rogers,"80,025",31.90%,Other,Steve Susman,"5,973",2.40%,Other,Don Cook,"4,050",1.60%
Texas - 23rd District,DEM,Pete Gallego,"96,477",50.30%,REP,Francisco Canseco,"87,255",45.50%,Other,Jeffrey Blunt,"5,827",3%,Other,Ed Scharf,"2,099",1.10%
Texas - 24th District,REP,Kenny Marchant,"148,207",61%,DEM,Tim Rusk,"87,347",36%,Other,John Stathas,"7,226",3%
Texas - 25th District,REP,Roger Williams,"153,868",58.50%,DEM,Elaine Henderson,"98,427",37.40%,Other,Betsy Dewey,"10,822",4.10%
Texas - 26th District,REP,Michael Burgess,"175,669",68.30%,DEM,David Sanchez,"73,661",28.60%,Other,Mark Boler,"7,780",3%
Texas - 27th District,REP,Blake Farenthold,"120,490",56.70%,DEM,Rose Harrison,"83,280",39.20%,Other,Bret Baldwin,"5,345",2.50%,Other,Corrie Byrd,"3,208",1.50%
Texas - 28th District,DEM,Henry Cuellar,"112,262",67.90%,REP,William Hayward,"49,095",29.70%,Other,Patrick Hisel,"2,453",1.50%,Other,Michael Cary,"1,403",0.80%
Texas - 29th District,DEM,Gene Green,"85,920",90%,Other,Jamey Stanczak,"4,988",5.20%,Other,Maria Selva,"4,550",4.80%
Texas - 30th District, DEM,Eddie Johnson,"169,889",78.90%,REP,Travis Washington,"40,841",19%,Other,Ed Rankin,"4,693",2.20%
Texas - 31st District,REP,John Carter,"145,096",61.30%,DEM,Stephen Wyman,"82,791",35%,Other,Ethan Garofolo,"8,846",3.70%
Texas - 32nd District,REP,Pete Sessions,"146,129",58.30%,DEM,Katherine McGovern,"98,867",39.40%,Other,Seth Hollist,"5,664",2.30%
Texas - 33rd District,DEM,Marc Veasey,"84,940",72.50%,REP,Chuck Bradley,"30,152",25.70%,Other,Edward Lindsay,"2,006",1.70%
Texas - 34th District,DEM,Filemon Vela,"88,781",62.20%,REP,Jessica Bradshaw,"51,338",35.90%,Other,Ziggy Shanklin,"2,685",1.90%
Texas - 35th District,DEM,Lloyd Doggett,"105,260",64%,REP,Susan Narvaiz,"52,686",32%,Other,Ross Leone,"4,063",2.50%,Other,Meghan Owen,"2,528",1.50%
Texas - 36th District,REP,Steve Stockman,"165,388",70.80%,DEM,Max Martin,"62,052",26.60%,Other,Michael Cole,"6,274",2.70%
Utah - 1st District,REP,Rob Bishop,"161,546",71.50%,DEM,Donna McAleer,"55,740",24.70%,Other,Sherry Phipps,"8,603",3.80%
Utah - 2nd District,REP,Chris Stewart,"139,860",62.30%,DEM,Jay Seegmiller,"75,399",33.60%,Other,Jonathan Garrard,"4,298",1.90%,Other,Joseph Andrade,"2,615",1.20%,Other,Charles Kimball,"2,449",1.10%
Utah - 3rd District,REP,Jason Chaffetz,"180,760",76.40%,DEM,Soren Simonsen,"55,879",23.60%
Utah - 4th District,DEM,Jim Matheson,"108,275",49.30%,REP,Mia Love,"105,629",48.10%,Other,Jim Vein,"5,703",2.60%
Virginia - 1st District,REP,Robert Wittman,"200,736",56.10%,DEM,Adam Cook,"146,844",41%,Other,Glenda Parker,"10,295",2.90%
Virginia - 2nd District,REP,Scott Rigell,"164,977",53.80%,DEM,Paul Hirschbiel,"141,697",46.20%
Virginia - 3rd District,DEM,Robert Scott,"246,155",81.20%,REP,Dean Longo,"57,007",18.80%
Virginia - 4th District,REP,Randy Forbes,"198,999",57.10%,DEM,Ella Ward,"149,504",42.90%
Virginia - 5th District,REP,Robert Hurt,"192,020",55.30%,DEM,John Douglass,"149,906",43.20%,Other,Kenneth Hildebrandt,"5,439",1.60%
Virginia - 6th District,REP,Robert Goodlatte,"209,701",65.60%,DEM,Andy Schmookler,"109,929",34.40%
